Customerorder nummer,klantnr,AAR nummer,RR code laden,RR code lossen,Laden van,Laden tot,Lossen van,Lossen tot,Operator,Logistieke service,Laadpartij,Laadstraat,Laadhuisnummer,Laadpostcode,Laadplaats,Laadland,Lospartij,Postcode laden,Land laden,Postcode lossen,Plaats lossen,TIS code lossen,OldName,Collectiedagen,rc_large_scheduled,Uitvoeringsdagen,rc_large_pickup_min,rc_large_pickup_median,rc_large_pickup_q95,rc_large_pickup_max,DropOffTime_min,DropOffTime_median,DropOffTime_max,dropoff_date,order_number,Transporthulpmiddeltype,DropOffTime2,Order_ID,AdresID,lat_laden,lon_laden,laadtijd_t,lostijd_t,RCP_equiv_ordered,RCP_equiv_realised,Pakketten_realised,HBR,ColloData_Klant_Naam,Accountnummer,postal_code__c,house_number__c,total,NMG,ALM,AME,AMS,APE,ARD,BOR,BRE,AL,HER,DEN,DTD,DOR,ELT,GOE,HAL,HEN,HGV,KOL,LEE,NAM,NIE,OEV,OPM,RID,SAS,SNI,STT,SON,TIL,UTR,VEN,VIL,WVN,WZN,WIL,WML,ZWO,MECH,ASN,%WEST,%OOST,%ZUID,%BE,Vulgraad,Pakketten_NMG
C3743204713,6364768,1052,1507DG81W,1114AN150D,23:00:00,23:30:00,23:00:00,0:30:00,TransportBV,75,WARMTESERVICE [ZAANDAM],PENNINGWEG,81,1507DG,ZAANDAM,NL,DEPOT AMSTERDAM,1507DG,NL,1114AN,AMSTERDAM,ASD-JOA,AMS,0,16,0,10,10,10,10,171,171,171,{'2022-05-23'},D108857125,{'RCP'},{'2022-05-23 23:50:00+02:00'},C3743204713,1507DG_PENNINGWEG_81_ZAANDAM_NL,52.4291209,4.7931724,170,174,16,10,259,10472063,,,,,,0.024655711,0.033958846,0.036418345,0.032867708,0.03618284,0.016317322,0.030689028,0.02948655,0.010496571,0.033760391,0.032242269,0.015716271,0.032544096,0.032917583,0.028644976,0.029695817,0.030070726,0.031541333,0.026803028,0.027620348,0.005469907,0.03588874,0.012409536,0.031391493,0.033463447,0.03070644,0.014294787,0.017009029,0.030230654,0.029337917,0.028047708,0.029746416,0.019828494,0.031833368,0.033165752,0.020177835,0.020402743,0.028621689,,,29.4,32,24.4,14.2,26.57,7
C3737889159,95084,222108,KZH-KTW,2171TX2D,18:00:00,18:30:00,18:00:00,19:00:00,TransportBV,71,Katwijk-Katwijkerbroek,KATWIJKERBROEK,51,2223XN,KATWIJK,NL,DEPOT SASSENHEIM,2223XN,NL,2171TX,SASSENHEIM,SSH-E,SAS,0,48,0,39.43,39.43,39.43,39.43,151,151,151,{'2022-05-23'},D108854927,{'RCB'},{'2022-05-23 18:53:00+02:00'},C3737889159,2223XN_KATWIJKERBROEK_51_KATWIJK_NL,52.1840696,4.4243512,150,152,48,39.43,1038,,,,,,,0.024655711,0.033958846,0.036418345,0.032867708,0.03618284,0.016317322,0.030689028,0.02948655,0.010496571,0.033760391,0.032242269,0.015716271,0.032544096,0.032917583,0.028644976,0.029695817,0.030070726,0.031541333,0.026803028,0.027620348,0.005469907,0.03588874,0.012409536,0.031391493,0.033463447,0.03070644,0.014294787,0.017009029,0.030230654,0.029337917,0.028047708,0.029746416,0.019828494,0.031833368,0.033165752,0.020177835,0.020402743,0.028621689,,,29.4,32,24.4,14.2,27,26
C3628889492,0,RTL 595902,PNG-MB,5928SC66D,18:00:00,18:30:00,18:00:00,19:30:00,TransportBV,61,BUPO PANNINGEN (ESSO),MAASBREESEWEG,29,5981NZ,PANNINGEN,NL,DEPOT VENLO,5981NZ,NL,5928SC,VENLO,VL-PO,VEN,0,12,0,12,12,12,12,154,154,154,{'2022-05-23'},D108857996,{'RCP'},{'2022-05-23 19:32:00+02:00'},C3628889492,5981NZ_MAASBREESEWEG_29_PANNINGEN_NL,51.3347784,5.9971604,150,154,12,12,316,,,,,,,0.024655711,0.033958846,0.036418345,0.032867708,0.03618284,0.016317322,0.030689028,0.02948655,0.010496571,0.033760391,0.032242269,0.015716271,0.032544096,0.032917583,0.028644976,0.029695817,0.030070726,0.031541333,0.026803028,0.027620348,0.005469907,0.03588874,0.012409536,0.031391493,0.033463447,0.03070644,0.014294787,0.017009029,0.030230654,0.029337917,0.028047708,0.029746416,0.019828494,0.031833368,0.033165752,0.020177835,0.020402743,0.028621689,,,29.4,32,24.4,14.2,27,8
C3622369500,47324,848929,HRV-WTW,8912BL3D,18:30:00,19:00:00,18:30:00,19:45:00,TransportBV,71,Heerenveen-Wetterwille (OVP),WETTERWILLE,10,8447GC,HEERENVEEN,NL,DEPOT LEEUWARDEN,8447GC,NL,8912BL,LEEUWARDEN,LW-B,LEE,0,48,0,38.57,38.57,38.57,38.57,153,153,153,{'2022-05-23'},D108856615,{'RCB'},{'2022-05-23 19:27:00+02:00'},C3622369500,8447GC_WETTERWILLE_10_HEERENVEEN_NL,52.9711195,5.8981401,152,155,48,38.57,1016,,,,,,,0.024655711,0.033958846,0.036418345,0.032867708,0.03618284,0.016317322,0.030689028,0.02948655,0.010496571,0.033760391,0.032242269,0.015716271,0.032544096,0.032917583,0.028644976,0.029695817,0.030070726,0.031541333,0.026803028,0.027620348,0.005469907,0.03588874,0.012409536,0.031391493,0.033463447,0.03070644,0.014294787,0.017009029,0.030230654,0.029337917,0.028047708,0.029746416,0.019828494,0.031833368,0.033165752,0.020177835,0.020402743,0.028621689,,,29.4,32,24.4,14.2,27,26
C3603678593,9296439,5609,5657EN13R,5692CK402D,21:30:00,22:00:00,21:30:00,23:45:00,TransportBV,75,RPI EUROPE iz PRINT OCEAN [EINDHOVEN],MARINUS VAN MEELWEG,13,5657EN,EINDHOVEN,NL,DEPOT SON,5657EN,NL,5692CK,SON,SON-EK,SON,0,3,0,1,1,1,1,159,159,159,{'2022-05-23'},D108855168,{'RCP'},{'2022-05-23 20:55:00+02:00'},C3603678593,5657EN_MARINUS VAN MEELWEG_13_EINDHOVEN_NL,51.4550684,5.3925517,164,171,3,1,29,9296439,,,,,,0.024655711,0.033958846,0.036418345,0.032867708,0.03618284,0.016317322,0.030689028,0.02948655,0.010496571,0.033760391,0.032242269,0.015716271,0.032544096,0.032917583,0.028644976,0.029695817,0.030070726,0.031541333,0.026803028,0.027620348,0.005469907,0.03588874,0.012409536,0.031391493,0.033463447,0.03070644,0.014294787,0.017009029,0.030230654,0.029337917,0.028047708,0.029746416,0.019828494,0.031833368,0.033165752,0.020177835,0.020402743,0.028621689,,,29.4,32,24.4,14.2,30,1
C3668224470,10746189,2631,2678MH68F,2635DK10D,16:30:00,17:00:00,16:30:00,21:00:00,TransportBV,75,Firefly Etail B.V.,LEEMOLEN,68,2678MH,DE LIER,NL,DEPOT DEN HOORN,2678MH,NL,2635DK,DEN HOORN,HBD-H,DEN,0,12,0,12,12,12,12,156,156,156,{'2022-05-23'},D108856254,{'RCP'},{'2022-05-23 20:00:00+02:00'},C3668224470,2678MH_LEEMOLEN_68_DE LIER_NL,51.9723855,4.2232091,144,160,12,12,98,10746189,,,,,,0.024655711,0.033958846,0.036418345,0.032867708,0.03618284,0.016317322,0.030689028,0.02948655,0.010496571,0.033760391,0.032242269,0.015716271,0.032544096,0.032917583,0.028644976,0.029695817,0.030070726,0.031541333,0.026803028,0.027620348,0.005469907,0.03588874,0.012409536,0.031391493,0.033463447,0.03070644,0.014294787,0.017009029,0.030230654,0.029337917,0.028047708,0.029746416,0.019828494,0.031833368,0.033165752,0.020177835,0.020402743,0.028621689,,,29.4,32,24.4,14.2,8.4,2
C3658269960,9919202,ZB 640-ND,D41541,1358CD10D,20:00:00,22:00:00,20:00:00,22:00:00,Zelfbrenger,41,AMAZON [DORMAGEN] [DE],GEWERBEGEBIET WAHLER BERG. TEILBEREICH OST,0,41541,DORMAGEN,DE,DEPOT ALMERE,41541,DE,1358CD,ALMERE,ALR-WV,ALM,0,48,0,48,48,48,48,166,166,166,{'2022-05-23'},D108858331,{'PEU'},{'2022-05-23 22:37:00+02:00'},C3658269960,41541_GEWERBEGEBIET WAHLER BERG. TEILBEREICH OST_0_DORMAGEN_DE,51.127,6.8068,164,164,48,48,1515,9919202,,,,,,0.024655711,0.033958846,0.036418345,0.032867708,0.03618284,0.016317322,0.030689028,0.02948655,0.010496571,0.033760391,0.032242269,0.015716271,0.032544096,0.032917583,0.028644976,0.029695817,0.030070726,0.031541333,0.026803028,0.027620348,0.005469907,0.03588874,0.012409536,0.031391493,0.033463447,0.03070644,0.014294787,0.017009029,0.030230654,0.029337917,0.028047708,0.029746416,0.019828494,0.031833368,0.033165752,0.020177835,0.020402743,0.028621689,,,29.4,32,24.4,14.2,32.35,38
C3648673305,47230,RTL 272701,ZTM-PS,2742RJ2D,18:30:00,19:00:00,18:30:00,20:00:00,TransportBV,61,Zoetermeer-Philipsstraat,PHILIPSSTRAAT,3,2722NA,ZOETERMEER,NL,DEPOT WADDINXVEEN,2722NA,NL,2742RJ,WADDINXVEEN,WVN-O,WVN,0,39.43,0,35.43,35.43,35.43,35.43,154,154,154,{'2022-05-23'},D108856855,{'RCB'},{'2022-05-23 19:44:00+02:00'},C3648673305,2722NA_PHILIPSSTRAAT_3_ZOETERMEER_NL,52.0500284,4.5126566,152,156,39.43,35.43,933,,,,,,,0.024655711,0.033958846,0.036418345,0.032867708,0.03618284,0.016317322,0.030689028,0.02948655,0.010496571,0.033760391,0.032242269,0.015716271,0.032544096,0.032917583,0.028644976,0.029695817,0.030070726,0.031541333,0.026803028,0.027620348,0.005469907,0.03588874,0.012409536,0.031391493,0.033463447,0.03070644,0.014294787,0.017009029,0.030230654,0.029337917,0.028047708,0.029746416,0.019828494,0.031833368,0.033165752,0.020177835,0.020402743,0.028621689,,,29.4,32,24.4,14.2,27,24
C3645526576,8572005,2697,2544EG5A,2635DK10D,17:00:00,17:30:00,17:00:00,21:00:00,TransportBV,75,AVONTURIA DE VOGELKELDER BV,GOUDLAAN,5,2544EG,DEN HAAG,NL,DEPOT DEN HOORN,2544EG,NL,2635DK,DEN HOORN,HBD-H,DEN,0,18,0,9,9,9,9,149,149,149,{'2022-05-23'},D108854552,{'RCP'},{'2022-05-23 18:20:00+02:00'},C3645526576,2544EG_GOUDLAAN_5_DEN HAAG_NL,52.052185,4.2574951,146,160,18,9,263,8572005,,,,,,0.024655711,0.033958846,0.036418345,0.032867708,0.03618284,0.016317322,0.030689028,0.02948655,0.010496571,0.033760391,0.032242269,0.015716271,0.032544096,0.032917583,0.028644976,0.029695817,0.030070726,0.031541333,0.026803028,0.027620348,0.005469907,0.03588874,0.012409536,0.031391493,0.033463447,0.03070644,0.014294787,0.017009029,0.030230654,0.029337917,0.028047708,0.029746416,0.019828494,0.031833368,0.033165752,0.020177835,0.020402743,0.028621689,,,29.4,32,24.4,14.2,30,7
C3869066609,2790744,3569,4104AMC3C,3542AR7D,22:00:00,22:30:00,22:00:00,23:30:00,TransportBV,75,CENTRAAL BOEKHUIS [TEXTIELWEG],TEXTIELWEG,3,4104AM,CULEMBORG,NL,DEPOT UTRECHT,4104AM,NL,3542AR,UTRECHT,UT-SOP,UTR,0,48,0,32,32,32,32,168,168,168,{'2022-05-23'},D108854547,{'RCP'},{'2022-05-23 23:12:00+02:00'},C3869066609,4104AM_TEXTIELWEG_3_CULEMBORG_NL,51.9412633,5.2156694,166,170,48,32,968,2790744,,,,,,0.024655711,0.033958846,0.036418345,0.032867708,0.03618284,0.016317322,0.030689028,0.02948655,0.010496571,0.033760391,0.032242269,0.015716271,0.032544096,0.032917583,0.028644976,0.029695817,0.030070726,0.031541333,0.026803028,0.027620348,0.005469907,0.03588874,0.012409536,0.031391493,0.033463447,0.03070644,0.014294787,0.017009029,0.030230654,0.029337917,0.028047708,0.029746416,0.019828494,0.031833368,0.033165752,0.020177835,0.020402743,0.028621689,,,29.4,32,24.4,14.2,31.02,24
C3863054089,10783279,3885,3905PW8S,3815KP8D,22:00:00,22:30:00,22:00:00,23:30:00,TransportBV,75,Smart Fulfilment B.V.,STANDAARDRUITER,8,3905PW,VEENENDAAL,NL,DEPOT AMERSFOORT,3905PW,NL,3815KP,AMERSFOORT,AMF-WT,AME,0,2,0,2,2,2,2,173,173,173,{'2022-05-23'},D108857457,{'RCP'},{'2022-05-24 00:16:00+02:00'},C3863054089,3905PW_STANDAARDRUITER_8_VEENENDAAL_NL,52.0386784,5.5440297,166,170,2,2,59,10783279,,,,,,0.024655711,0.033958846,0.036418345,0.032867708,0.03618284,0.016317322,0.030689028,0.02948655,0.010496571,0.033760391,0.032242269,0.015716271,0.032544096,0.032917583,0.028644976,0.029695817,0.030070726,0.031541333,0.026803028,0.027620348,0.005469907,0.03588874,0.012409536,0.031391493,0.033463447,0.03070644,0.014294787,0.017009029,0.030230654,0.029337917,0.028047708,0.029746416,0.019828494,0.031833368,0.033165752,0.020177835,0.020402743,0.028621689,,,29.4,32,24.4,14.2,30,1
C3851608227,1122884,3490,2871HE61S,3439JG4D,16:00:00,16:30:00,16:00:00,20:00:00,TransportBV,75,SPITS WALLCOVERINGS [SCHOONHOVEN],BENELUXLAAN,61,2871HE,SCHOONHOVEN,NL,DEPOT NIEUWEGEIN,2871HE,NL,3439JG,NIEUWEGEIN,NIWG-MO,NIE,0,7,0,3,3,3,3,146,146,146,{'2022-05-23'},D108854565,{'RCP'},{'2022-05-23 17:40:00+02:00'},C3851608227,2871HE_BENELUXLAAN_61_SCHOONHOVEN_NL,51.9540393,4.8431504,142,156,7,3,67,1122884,,,,,,0.024655711,0.033958846,0.036418345,0.032867708,0.03618284,0.016317322,0.030689028,0.02948655,0.010496571,0.033760391,0.032242269,0.015716271,0.032544096,0.032917583,0.028644976,0.029695817,0.030070726,0.031541333,0.026803028,0.027620348,0.005469907,0.03588874,0.012409536,0.031391493,0.033463447,0.03070644,0.014294787,0.017009029,0.030230654,0.029337917,0.028047708,0.029746416,0.019828494,0.031833368,0.033165752,0.020177835,0.020402743,0.028621689,,,29.4,32,24.4,14.2,22.98,2
C3787494812,0,RTL  540501,UD-U,5222AL4D,17:30:00,18:00:00,17:30:00,18:45:00,TransportBV,61,Uden-Udensewg,UDENSEWEG,2,5405PA,UDEN,NL,DEPOT DEN BOSCH,5405PA,NL,5222AL,DEN BOSCH,HT-KK,HER,0,17.14,0,17.14,17.14,17.14,17.14,149,149,149,{'2022-05-23'},D108857538,{'RCB'},{'2022-05-23 18:28:00+02:00'},C3787494812,5405PA_UDENSEWEG_2_UDEN_NL,51.6509577,5.6405548,148,151,17.14,17.14,451,,,,,,,0.024655711,0.033958846,0.036418345,0.032867708,0.03618284,0.016317322,0.030689028,0.02948655,0.010496571,0.033760391,0.032242269,0.015716271,0.032544096,0.032917583,0.028644976,0.029695817,0.030070726,0.031541333,0.026803028,0.027620348,0.005469907,0.03588874,0.012409536,0.031391493,0.033463447,0.03070644,0.014294787,0.017009029,0.030230654,0.029337917,0.028047708,0.029746416,0.019828494,0.031833368,0.033165752,0.020177835,0.020402743,0.028621689,,,29.4,32,24.4,14.2,27,11
C3781682895,10715791,BEL 2823,B9850LAN73,B2830WIL21,16:30:00,17:30:00,16:30:00,21:00:00,TransportBV,90,JUST RUSSEL [BE],VOSSELARESTRAAT,73,9850,LANDEGEM,BE,DEPOT WILLEBROEK (B),9850,BE,2830,WILLEBROEK,TPB-WB,WIL,0,15,0,13.5,13.5,13.5,13.5,154,154,154,{'2022-05-23'},D108857664,{'RCP'},{'2022-05-23 19:40:00+02:00'},C3781682895,9850_VOSSELARESTRAAT_73_LANDEGEM_BE,51.04689955,3.568430873,146,160,15,13.5,395,10686128,,,,,,0.024655711,0.033958846,0.036418345,0.032867708,0.03618284,0.016317322,0.030689028,0.02948655,0.010496571,0.033760391,0.032242269,0.015716271,0.032544096,0.032917583,0.028644976,0.029695817,0.030070726,0.031541333,0.026803028,0.027620348,0.005469907,0.03588874,0.012409536,0.031391493,0.033463447,0.03070644,0.014294787,0.017009029,0.030230654,0.029337917,0.028047708,0.029746416,0.019828494,0.031833368,0.033165752,0.020177835,0.020402743,0.028621689,,,29.4,32,24.4,14.2,30,10
C3780823096,9809341,ZB 0067-MG,9712JX1M,3433KE1S,22:30:00,23:00:00,22:30:00,23:00:00,Zelfbrenger,75,MOBIELWERKT BV,WAAGSTRAAT,1,9712JX,GRONINGEN,NL,SKP NIEUWEGEIN-PELOTONSDOK,9712JX,NL,3433KE,SKP,SKP-NIWG-P,SKP,0,8.57,0,5.14,5.14,5.14,5.14,166,166,166,{'2022-05-23'},D108858500,{'RCB'},{'2022-05-23 22:40:00+02:00'},C3780823096,9712JX_WAAGSTRAAT_1_GRONINGEN_NL,53.2186255,6.5659266,168,168,8.57,5.14,633,9809341,,,,,,0.024655711,0.033958846,0.036418345,0.032867708,0.03618284,0.016317322,0.030689028,0.02948655,0.010496571,0.033760391,0.032242269,0.015716271,0.032544096,0.032917583,0.028644976,0.029695817,0.030070726,0.031541333,0.026803028,0.027620348,0.005469907,0.03588874,0.012409536,0.031391493,0.033463447,0.03070644,0.014294787,0.017009029,0.030230654,0.029337917,0.028047708,0.029746416,0.019828494,0.031833368,0.033165752,0.020177835,0.020402743,0.028621689,,,29.4,32,24.4,14.2,126.3,16
C3816495040,803067,1035,1047HN11B,1114AN150D,23:00:00,23:30:00,23:00:00,0:30:00,TransportBV,75,BLECKMANN [AMSTERDAM-BEIRAWEG],BEIRAWEG,11,1047HN,AMSTERDAM,NL,DEPOT AMSTERDAM ZUIDOOST,1047HN,NL,1114AN,AMSTERDAM,ASD-JOA,AMS,0,40.5,0,11,11,11,11,173,173,173,{'2022-05-23'},D108855146,{'PEU'},{'2022-05-24 00:23:00+02:00'},C3816495040,1047HN_BEIRAWEG_11_AMSTERDAM_NL,52.4039716,4.7496158,170,174,40.5,11,458,803067,,,,,,0.024655711,0.033958846,0.036418345,0.032867708,0.03618284,0.016317322,0.030689028,0.02948655,0.010496571,0.033760391,0.032242269,0.015716271,0.032544096,0.032917583,0.028644976,0.029695817,0.030070726,0.031541333,0.026803028,0.027620348,0.005469907,0.03588874,0.012409536,0.031391493,0.033463447,0.03070644,0.014294787,0.017009029,0.030230654,0.029337917,0.028047708,0.029746416,0.019828494,0.031833368,0.033165752,0.020177835,0.020402743,0.028621689,,,29.4,32,24.4,14.2,42.65,12
C3815962310,90,102137,ASD-SCB-BUBA,2171TX2D,20:30:00,21:00:00,20:30:00,22:00:00,TransportBV,71,Amsterdam-SCB-Buba,AUSTRALIEHAVENWEG,100,1046BP,AMSTERDAM,NL,DEPOT SASSENHEIM,1046BP,NL,2171TX,SASSENHEIM,SSH-E,SAS,0,48,0,48,48,48,48,162,162,162,{'2022-05-23'},D108856632,{'RCB'},{'2022-05-23 21:30:00+02:00'},C3815962310,1046BP_AUSTRALIEHAVENWEG_100_AMSTERDAM_NL,52.3959336,4.7958211,160,164,48,48,1264,,,,,,,0.024655711,0.033958846,0.036418345,0.032867708,0.03618284,0.016317322,0.030689028,0.02948655,0.010496571,0.033760391,0.032242269,0.015716271,0.032544096,0.032917583,0.028644976,0.029695817,0.030070726,0.031541333,0.026803028,0.027620348,0.005469907,0.03588874,0.012409536,0.031391493,0.033463447,0.03070644,0.014294787,0.017009029,0.030230654,0.029337917,0.028047708,0.029746416,0.019828494,0.031833368,0.033165752,0.020177835,0.020402743,0.028621689,,,29.4,32,24.4,14.2,27,32
C3800724100,10538287,"	2161",2153PA7O,2171TX2D,16:30:00,17:00:00,16:30:00,21:00:00,TransportBV,75,ONLINE DEURBESLAGSHOP BV,DRACHMEWEG,7,2153PA,NIEUW-VENNEP,NL,DEPOT SASSENHEIM,2153PA,NL,2171TX,SASSENHEIM,SSH-E,SAS,0,10,0,6,6,6,6,151,151,151,{'2022-05-23'},D108855114,{'RCP'},{'2022-05-23 18:50:00+02:00'},C3800724100,2153PA_DRACHMEWEG_7_NIEUW-VENNEP_NL,52.2556788,4.6256354,144,160,10,6,496,10538287,,,,,,0.024655711,0.033958846,0.036418345,0.032867708,0.03618284,0.016317322,0.030689028,0.02948655,0.010496571,0.033760391,0.032242269,0.015716271,0.032544096,0.032917583,0.028644976,0.029695817,0.030070726,0.031541333,0.026803028,0.027620348,0.005469907,0.03588874,0.012409536,0.031391493,0.033463447,0.03070644,0.014294787,0.017009029,0.030230654,0.029337917,0.028047708,0.029746416,0.019828494,0.031833368,0.033165752,0.020177835,0.020402743,0.028621689,,,29.4,32,24.4,14.2,84.84,13
C3791053269,10607571,5108,5215ME26KA,5222AL4D,22:30:00,23:00:00,22:30:00,23:45:00,TransportBV,75,KA E-commerce BV [STEENBOK 26],DE STEENBOK,26,5215ME,'S-HERTOGENBOSCH,NL,DEPOT DEN BOSCH,5215ME,NL,5222AL,DEN BOSCH,HT-KK,HER,0,6,0,7.5,7.5,7.5,7.5,167,167,167,{'2022-05-23'},D108857217,{'RCP'},{'2022-05-23 22:55:00+02:00'},C3791053269,5215ME_DE STEENBOK_26_'S-HERTOGENBOSCH_NL,51.6848944,5.362475,168,171,6,6,127,10607571,,,,,,0.024655711,0.033958846,0.036418345,0.032867708,0.03618284,0.016317322,0.030689028,0.02948655,0.010496571,0.033760391,0.032242269,0.015716271,0.032544096,0.032917583,0.028644976,0.029695817,0.030070726,0.031541333,0.026803028,0.027620348,0.005469907,0.03588874,0.012409536,0.031391493,0.033463447,0.03070644,0.014294787,0.017009029,0.030230654,0.029337917,0.028047708,0.029746416,0.019828494,0.031833368,0.033165752,0.020177835,0.020402743,0.028621689,,,29.4,32,24.4,14.2,21.76,3
C3412502975,3930840,ZB 7598,310361A,7554RR1D,17:15:00,23:15:00,17:15:00,23:15:00,Zelfbrenger,41,ASWO INTERNATIONAL SERVICE [EIME] [DE],RIESWEG,1,31036,EIME,DE,DEPOT HENGELO,31036,BE,7554RR,HENGELO,HGL-Z,HEN,0,34.29,0,42.5,42.5,42.5,42.5,166,166,166,{'2022-05-23'},D108858506,"{'PEU', 'RCB'}",{'2022-05-23 22:30:00+02:00'},C3412502975,31036_RIESWEG_1_EIME_DE,52.0684284,9.7310049,169,169,34.29,34.29,1106,3930840,,,,,,0.024655711,0.033958846,0.036418345,0.032867708,0.03618284,0.016317322,0.030689028,0.02948655,0.010496571,0.033760391,0.032242269,0.015716271,0.032544096,0.032917583,0.028644976,0.029695817,0.030070726,0.031541333,0.026803028,0.027620348,0.005469907,0.03588874,0.012409536,0.031391493,0.033463447,0.03070644,0.014294787,0.017009029,0.030230654,0.029337917,0.028047708,0.029746416,0.019828494,0.031833368,0.033165752,0.020177835,0.020402743,0.028621689,,,29.4,32,24.4,14.2,33.07,28
C3386136383,9015264,4831,4751XJ2F,4824AP1D,17:00:00,17:30:00,17:00:00,21:00:00,TransportBV,75,FOREVER DIRECT EU BV (OUD GASTEL),T APPELTJE,2,4751XJ,OUD GASTEL,NL,DEPOT BREDA,4751XJ,NL,4824AP,BREDA,BD-SB,BRE,0,10,0,11,11,11,11,148,148,148,{'2022-05-23'},D108857999,{'RCP'},{'2022-05-23 18:05:00+02:00'},C3386136383,4751XJ_T APPELTJE_2_OUD GASTEL_NL,51.5640267,4.475508,146,160,10,10,272,9015264,,,,,,0.024655711,0.033958846,0.036418345,0.032867708,0.03618284,0.016317322,0.030689028,0.02948655,0.010496571,0.033760391,0.032242269,0.015716271,0.032544096,0.032917583,0.028644976,0.029695817,0.030070726,0.031541333,0.026803028,0.027620348,0.005469907,0.03588874,0.012409536,0.031391493,0.033463447,0.03070644,0.014294787,0.017009029,0.030230654,0.029337917,0.028047708,0.029746416,0.019828494,0.031833368,0.033165752,0.020177835,0.020402743,0.028621689,,,29.4,32,24.4,14.2,27.86,7
C3381462125,43236,RC mail 8 VL-PO,VL-PO,5928SC66D,20:00:00,20:30:00,20:00:00,22:00:00,Overig,61,DEPOT VENLO,POPEWEG,66,5928SC,VENLO,NL,DEPOT VENLO,5928SC,NL,5928SC,VENLO,VL-PO,VEN,0,48,0,0,0,0,0,156,156,156,{'2022-05-23'},D108858598,{'RCB'},{'2022-05-23 20:11:00+02:00'},C3381462125,5928SC_POPEWEG_66_VENLO_NL,51.4089151,6.0994531,158,164,48,0,0,,,,,,,0.024655711,0.033958846,0.036418345,0.032867708,0.03618284,0.016317322,0.030689028,0.02948655,0.010496571,0.033760391,0.032242269,0.015716271,0.032544096,0.032917583,0.028644976,0.029695817,0.030070726,0.031541333,0.026803028,0.027620348,0.005469907,0.03588874,0.012409536,0.031391493,0.033463447,0.03070644,0.014294787,0.017009029,0.030230654,0.029337917,0.028047708,0.029746416,0.019828494,0.031833368,0.033165752,0.020177835,0.020402743,0.028621689,,,29.4,32,24.4,14.2,27,0
C3440227023,10699075,PECOPM 1,1771SV208W,1716KJ332D,16:00:00,16:30:00,16:00:00,21:00:00,TransportBV,75,WIJ ZIJN UW SPECIALIST B.V.,WESTRAK,208,1771SV,WIERINGERWERF,NL,DEPOT OPMEER,1771SV,NL,1716KJ,OPMEER,OPM-V,OPM,0,30,0,26,26,26,26,146,146,146,{'2022-05-23'},D108857799,{'RCP'},{'2022-05-23 17:30:00+02:00'},C3440227023,1771SV_WESTRAK_208_WIERINGERWERF_NL,52.8394689,5.0112808,142,160,30,26,308,10699075,,,,,,0.024655711,0.033958846,0.036418345,0.032867708,0.03618284,0.016317322,0.030689028,0.02948655,0.010496571,0.033760391,0.032242269,0.015716271,0.032544096,0.032917583,0.028644976,0.029695817,0.030070726,0.031541333,0.026803028,0.027620348,0.005469907,0.03588874,0.012409536,0.031391493,0.033463447,0.03070644,0.014294787,0.017009029,0.030230654,0.029337917,0.028047708,0.029746416,0.019828494,0.031833368,0.033165752,0.020177835,0.020402743,0.028621689,,,29.4,32,24.4,14.2,12.13,8
C3436750176,1383,341038,NWG-SCB-BUBA,1114AN150D,20:45:00,21:15:00,20:45:00,22:30:00,TransportBV,71,Nieuwegein-SCB-Buba,GROTE WADE,80,3439NT,NIEUWEGEIN,NL,DEPOT AMSTERDAM ZUIDOOST,3439NT,NL,1114AN,AMSTERDAM,ASD-JOA,AMS,0,48,0,41.14,41.14,41.14,41.14,157,157,157,{'2022-05-23'},D108856628,{'RCB'},{'2022-05-23 20:28:00+02:00'},C3436750176,3439NT_GROTE WADE_80_NIEUWEGEIN_NL,52.0479736,5.111693,161,166,48,41.14,1083,,,,,,,0.024655711,0.033958846,0.036418345,0.032867708,0.03618284,0.016317322,0.030689028,0.02948655,0.010496571,0.033760391,0.032242269,0.015716271,0.032544096,0.032917583,0.028644976,0.029695817,0.030070726,0.031541333,0.026803028,0.027620348,0.005469907,0.03588874,0.012409536,0.031391493,0.033463447,0.03070644,0.014294787,0.017009029,0.030230654,0.029337917,0.028047708,0.029746416,0.019828494,0.031833368,0.033165752,0.020177835,0.020402743,0.028621689,,,29.4,32,24.4,14.2,27,27
C3419788412,1095725,0011-NMG,3542AB54F,3433KE1S,23:00:00,23:30:00,23:00:00,0:15:00,TransportBV,75,FONQ [UTRECHT-ATOOMWEG],ATOOMWEG,54,3542AB,UTRECHT,NL,SKP NIEUWEGEIN-PELOTONSDOK,3542AB,NL,3433KE,SKP,SKP-NIWG-P,SKP,0,12,0,7,7,7,7,170,170,170,{'2022-05-23'},D108856779,{'RCP'},{'2022-05-23 23:40:00+02:00'},C3419788412,3542AB_ATOOMWEG_54_UTRECHT_NL,52.1085988,5.0639929,170,173,12,7,64,1095725,,,,,,0.024655711,0.033958846,0.036418345,0.032867708,0.03618284,0.016317322,0.030689028,0.02948655,0.010496571,0.033760391,0.032242269,0.015716271,0.032544096,0.032917583,0.028644976,0.029695817,0.030070726,0.031541333,0.026803028,0.027620348,0.005469907,0.03588874,0.012409536,0.031391493,0.033463447,0.03070644,0.014294787,0.017009029,0.030230654,0.029337917,0.028047708,0.029746416,0.019828494,0.031833368,0.033165752,0.020177835,0.020402743,0.028621689,,,29.4,32,24.4,14.2,9.35,2
