,AAR nummer,Gecombineerde order,Customerorder nummer,Laadpartij,Laadstraat,Laadhuisnummer,Laadpostcode,Laadplaats,Laadland,RR code laden,Laden van,Laden tot,Operator,Logistieke service,Lospartij huidig,Lospartij voorstel,Gepland lossen van huidig,Gepland lossen tot huidig,Median lostijd huidig gerealiseerd,Lostijd voorstel,#RCP equiv georderd,#RCP equiv gerealiseerd (max),Vulgraad,#Pakketten gerealiseerd (max),#Pakketten_NMG,Transporthulpmiddeltype,Collectiedag,Dagen uitgevoerd,%WEST,%OOST,%ZUID,%BE,huidig=voorstel
1423,1317 WL,,C3333983566,Permepa B.V.,VEILINGSTRAAT,40,7833HN,NIEUW-AMSTERDAM,NL,7833HN40P,13:00:00,13:30:00,TransportBV,75.0,DEPOT ALMERE,DEPOT ZWOLLE,13:00:00,18:00:00,15:15:00,14:15:00,48.0,28.5,3.95,110.0,0.0,{'PEU'},Maandag,{'2022-05-23'},29.4,32.0,24.4,14.2,False
1424,1174,724,C3332152411,SIMON LEVELT KOFFIEBRANDERIJ EN THEEHANDEL,A. HOFMANWEG,3,2031BH,HAARLEM,NL,2031BH3S,16:30:00,17:00:00,TransportBV,75.0,DEPOT HALFWEG,DEPOT HALFWEG,16:30:00,21:00:00,16:15:00,17:00:00,6.0,1.0,44.47,43.0,1.0,{'RCP'},Maandag,{'2022-05-23'},29.4,32.0,24.4,14.2,True
1425,848926,,C3329237447,Heerenveen-Wetterwille (OVP),WETTERWILLE,10,8447GC,HEERENVEEN,NL,HRV-WTW,18:00:00,18:30:00,TransportBV,71.0,DEPOT LEEUWARDEN,DEPOT LEEUWARDEN,18:00:00,19:15:00,19:45:00,18:45:00,48.0,48.0,27.0,1264.0,32.0,{'RCB'},Maandag,{'2022-05-23'},29.4,32.0,24.4,14.2,True
1426,RTL 292701,835,C3302117439,Capelle a/d Ijssel-Essebaan,ESSEBAAN,73,2908LJ,CAPELLE AAN DEN IJSSEL,NL,CA-ES,17:00:00,18:00:00,TransportBV,61.0,DEPOT WADDINXVEEN,DEPOT RIDDERKERK,17:00:00,19:30:00,18:00:00,18:15:00,28.0,22.0,27.0,579.0,15.0,{'RCP'},Maandag,{'2022-05-23'},29.4,32.0,24.4,14.2,False
1427,1169,,C3365073023,MULTI TRADESTORE BV / ZOMAAR EVENTS,NIJVERHEIDSSTRAAT,10,1704RA,HEERHUGOWAARD,NL,1704RA10M,18:00:00,18:30:00,TransportBV,75.0,DEPOT OPMEER,DEPOT OPMEER,18:00:00,21:00:00,18:45:00,18:45:00,15.0,11.0,30.0,322.0,8.0,{'RCP'},Maandag,{'2022-05-23'},29.4,32.0,24.4,14.2,True
1428,302902,,C3353021702,Rotterdam-SCB,TERBREGSEWEG,300,3062CZ,ROTTERDAM,NL,RT-SCB,16:15:00,16:45:00,TransportBV,71.0,DEPOT RIDDERKERK,DEPOT RIDDERKERK,16:15:00,17:25:00,20:30:00,16:45:00,48.0,48.0,27.0,1264.0,32.0,{'RCB'},Maandag,{'2022-05-23'},29.4,32.0,24.4,14.2,True
1429,RTL 595903,,C3347561226,Venlo-Celsiuswg,CELSIUSWEG,32,5928PR,VENLO,NL,VL-CE,18:15:00,18:45:00,TransportBV,61.0,DEPOT VENLO,DEPOT VENLO,18:15:00,20:15:00,18:30:00,18:45:00,24.0,16.0,27.0,421.0,11.0,{'RCP'},Maandag,{'2022-05-23'},29.4,32.0,24.4,14.2,True
1430,343436,,C3525624305,Nieuwegein-SCB-Buba,GROTE WADE,80,3439NT,NIEUWEGEIN,NL,NWG-SCB-BUBA,20:15:00,20:45:00,TransportBV,71.0,DEPOT NIEUWEGEIN,DEPOT NIEUWEGEIN,20:15:00,21:15:00,20:45:00,20:45:00,48.0,9.57,27.0,252.0,6.0,{'RCB'},Maandag,{'2022-05-23'},29.4,32.0,24.4,14.2,True
1431,181714,,C3513952844,Alkmaar-Aalbrechtweg,HERTOG AALBRECHTWEG,1,1823DL,ALKMAAR,NL,AMR-ALBR,19:15:00,19:45:00,TransportBV,71.0,DEPOT OPMEER,DEPOT OPMEER,19:15:00,20:15:00,20:00:00,20:00:00,48.0,30.86,27.0,813.0,21.0,{'RCB'},Maandag,{'2022-05-23'},29.4,32.0,24.4,14.2,True
1432,646128,,C3462571780,Heerlen-In de Cramer,IN DE CRAMER,12,6411RS,HEERLEN,NL,HRL-IDCR,18:15:00,18:45:00,TransportBV,71.0,DEPOT BORN,DEPOT VENLO,18:15:00,20:00:00,19:00:00,19:45:00,48.0,48.0,27.0,1264.0,32.0,{'RCB'},Maandag,{'2022-05-23'},29.4,32.0,24.4,14.2,False
1433,525233,,C3460415135,s-Hertogenbosch-SCB-Buba,DE STEENBOK,2,5215ME,'S-HERTOGENBOSCH,NL,HT-SCB-BUBA,19:30:00,20:00:00,TransportBV,71.0,DEPOT DEN BOSCH,DEPOT DEN BOSCH,19:30:00,20:20:00,19:45:00,20:00:00,48.0,48.0,27.0,1264.0,32.0,{'RCB'},Maandag,{'2022-05-23'},29.4,32.0,24.4,14.2,True
1434,5076,,C3455440239,STACI BV,BRAKMAN,50,5047SW,TILBURG,NL,5047SW50S,18:00:00,19:00:00,TransportBV,75.0,DEPOT TILBURG,DEPOT TILBURG,18:00:00,21:00:00,18:45:00,19:00:00,6.0,2.0,12.84,25.0,1.0,{'RCP'},Maandag,{'2022-05-23'},29.4,32.0,24.4,14.2,True
1435,432-ND WL,,C3473262729,COOLBLUE [TILBURG],ASTERIASTRAAT,4,5047RM,TILBURG,NL,5047RM4C,19:30:00,20:00:00,TransportBV,75.0,DEPOT ALMERE,DEPOT ALMERE,19:30:00,22:00:00,21:30:00,21:15:00,48.0,45.0,21.66,951.0,0.0,{'RCP'},Maandag,{'2022-05-23'},29.4,32.0,24.4,14.2,True
1436,11105,152,C3469492117,AIRFORCE BV,NEWTONSTRAAT,3,2041CV,ZANDVOORT,NL,2041CV3A,16:00:00,16:30:00,TransportBV,75.0,DEPOT HALFWEG,DEPOT HALFWEG,16:00:00,21:00:00,17:30:00,18:00:00,4.0,4.0,32.39,126.0,3.0,{'RCP'},Maandag,{'2022-05-23'},29.4,32.0,24.4,14.2,True
1437,4893,1033,C3464504947,VAN GASTEL SHOES BV,VLOEIVELD,18,5126RG,GILZE,NL,5126RG18G,22:00:00,22:30:00,TransportBV,75.0,DEPOT BREDA,DEPOT DEN BOSCH,22:00:00,23:30:00,22:45:00,23:30:00,5.0,4.0,17.72,69.0,2.0,{'RCP'},Maandag,{'2022-05-23'},29.4,32.0,24.4,14.2,False
1438,H3R0PV03R_1,,HEROPV_ALM1,Heropvoer,,,,,,1358CD,18:00:00,18:00:00,Heropvoer,,,DEPOT ALMERE,18:00:00,18:00:00,,18:00:00,,48.0,30.0,1000.0,36.0,,Maandag,,0.0,100.0,0.0,0.0,False
1439,H3R0PV03R_2,,HEROPV_ALM2,Heropvoer,,,,,,1358CD,22:00:00,22:00:00,Heropvoer,,,DEPOT ALMERE,22:00:00,22:00:00,,22:00:00,,48.0,30.0,1000.0,36.0,,Maandag,,0.0,100.0,0.0,0.0,False
1440,H3R0PV03R_1,,HEROPV_AME1,Heropvoer,,,,,,3815KP,18:00:00,18:00:00,Heropvoer,,,DEPOT AMERSFOORT,18:00:00,18:00:00,,18:00:00,,48.0,30.0,1000.0,36.0,,Maandag,,0.0,100.0,0.0,0.0,False
1441,H3R0PV03R_2,,HEROPV_AME2,Heropvoer,,,,,,3815KP,22:00:00,22:00:00,Heropvoer,,,DEPOT AMERSFOORT,22:00:00,22:00:00,,22:00:00,,48.0,30.0,1000.0,36.0,,Maandag,,0.0,100.0,0.0,0.0,False
1442,H3R0PV03R_1,,HEROPV_APE1,Heropvoer,,,,,,7333NR,18:00:00,18:00:00,Heropvoer,,,DEPOT APELDOORN,18:00:00,18:00:00,,18:00:00,,48.0,30.0,1000.0,36.0,,Maandag,,0.0,100.0,0.0,0.0,False
1443,H3R0PV03R_2,,HEROPV_APE2,Heropvoer,,,,,,7333NR,22:00:00,22:00:00,Heropvoer,,,DEPOT APELDOORN,22:00:00,22:00:00,,22:00:00,,48.0,30.0,1000.0,36.0,,Maandag,,0.0,100.0,0.0,0.0,False
1444,H3R0PV03R_1,,HEROPV_AMS1,Heropvoer,,,,,,1114AN,18:00:00,18:00:00,Heropvoer,,,DEPOT AMSTERDAM ZUIDOOST,18:00:00,18:00:00,,18:00:00,,48.0,30.0,1000.0,36.0,,Maandag,,100.0,0.0,0.0,0.0,False
1445,H3R0PV03R_2,,HEROPV_AMS2,Heropvoer,,,,,,1114AN,22:00:00,22:00:00,Heropvoer,,,DEPOT AMSTERDAM ZUIDOOST,22:00:00,22:00:00,,22:00:00,,48.0,30.0,1000.0,36.0,,Maandag,,100.0,0.0,0.0,0.0,False
1446,H3R0PV03R_1,,HEROPV_BRE1,Heropvoer,,,,,,4824AP,18:00:00,18:00:00,Heropvoer,,,DEPOT BREDA,18:00:00,18:00:00,,18:00:00,,48.0,30.0,1000.0,36.0,,Maandag,,0.0,0.0,100.0,0.0,False
1447,H3R0PV03R_2,,HEROPV_BRE2,Heropvoer,,,,,,4824AP,22:00:00,22:00:00,Heropvoer,,,DEPOT BREDA,22:00:00,22:00:00,,22:00:00,,48.0,30.0,1000.0,36.0,,Maandag,,0.0,0.0,100.0,0.0,False
1448,H3R0PV03R_1,,HEROPV_BOR1,Heropvoer,,,,,,6121RE,18:00:00,18:00:00,Heropvoer,,,DEPOT BORN,18:00:00,18:00:00,,18:00:00,,48.0,30.0,1000.0,36.0,,Maandag,,0.0,0.0,100.0,0.0,False
1449,H3R0PV03R_2,,HEROPV_BOR2,Heropvoer,,,,,,6121RE,22:00:00,22:00:00,Heropvoer,,,DEPOT BORN,22:00:00,22:00:00,,22:00:00,,48.0,30.0,1000.0,36.0,,Maandag,,0.0,0.0,100.0,0.0,False
1450,H3R0PV03R_1,,HEROPV_DOR1,Heropvoer,,,,,,3316BZ,18:00:00,18:00:00,Heropvoer,,,DEPOT DORDRECHT,18:00:00,18:00:00,,18:00:00,,48.0,30.0,1000.0,36.0,,Maandag,,0.0,0.0,100.0,0.0,False
1451,H3R0PV03R_2,,HEROPV_DOR2,Heropvoer,,,,,,3316BZ,22:00:00,22:00:00,Heropvoer,,,DEPOT DORDRECHT,22:00:00,22:00:00,,22:00:00,,48.0,30.0,1000.0,36.0,,Maandag,,0.0,0.0,100.0,0.0,False
1452,H3R0PV03R_1,,HEROPV_ELT1,Heropvoer,,,,,,6662NG,18:00:00,18:00:00,Heropvoer,,,DEPOT ELST,18:00:00,18:00:00,,18:00:00,,48.0,30.0,1000.0,36.0,,Maandag,,0.0,100.0,0.0,0.0,False
1453,H3R0PV03R_2,,HEROPV_ELT2,Heropvoer,,,,,,6662NG,22:00:00,22:00:00,Heropvoer,,,DEPOT ELST,22:00:00,22:00:00,,22:00:00,,48.0,30.0,1000.0,36.0,,Maandag,,0.0,100.0,0.0,0.0,False
1454,H3R0PV03R_1,,HEROPV_GOE1,Heropvoer,,,,,,4462HB,18:00:00,18:00:00,Heropvoer,,,DEPOT BREDA,18:00:00,18:00:00,,19:00:00,,48.0,30.0,1000.0,36.0,,Maandag,,0.0,0.0,100.0,0.0,False
1455,H3R0PV03R_2,,HEROPV_GOE2,Heropvoer,,,,,,4462HB,22:00:00,22:00:00,Heropvoer,,,DEPOT RIDDERKERK,22:00:00,22:00:00,,23:00:00,,48.0,30.0,1000.0,36.0,,Maandag,,0.0,0.0,100.0,0.0,False
1456,H3R0PV03R_1,,HEROPV_DEN1,Heropvoer,,,,,,2635DK,18:00:00,18:00:00,Heropvoer,,,DEPOT DEN HOORN,18:00:00,18:00:00,,18:00:00,,48.0,30.0,1000.0,36.0,,Maandag,,100.0,0.0,0.0,0.0,False
1457,H3R0PV03R_2,,HEROPV_DEN2,Heropvoer,,,,,,2635DK,22:00:00,22:00:00,Heropvoer,,,DEPOT DEN HOORN,22:00:00,22:00:00,,22:00:00,,48.0,30.0,1000.0,36.0,,Maandag,,100.0,0.0,0.0,0.0,False
1458,H3R0PV03R_1,,HEROPV_HEN1,Heropvoer,,,,,,7554RR,18:00:00,18:00:00,Heropvoer,,,DEPOT HENGELO,18:00:00,18:00:00,,18:00:00,,48.0,30.0,1000.0,36.0,,Maandag,,0.0,100.0,0.0,0.0,False
1459,H3R0PV03R_2,,HEROPV_HEN2,Heropvoer,,,,,,7554RR,22:00:00,22:00:00,Heropvoer,,,DEPOT HENGELO,22:00:00,22:00:00,,22:00:00,,48.0,30.0,1000.0,36.0,,Maandag,,0.0,100.0,0.0,0.0,False
1460,H3R0PV03R_1,,HEROPV_HER1,Heropvoer,,,,,,5222AL,18:00:00,18:00:00,Heropvoer,,,DEPOT DEN BOSCH,18:00:00,18:00:00,,18:00:00,,48.0,30.0,1000.0,36.0,,Maandag,,0.0,0.0,100.0,0.0,False
1461,H3R0PV03R_2,,HEROPV_HER2,Heropvoer,,,,,,5222AL,22:00:00,22:00:00,Heropvoer,,,DEPOT DEN BOSCH,22:00:00,22:00:00,,22:00:00,,48.0,30.0,1000.0,36.0,,Maandag,,0.0,0.0,100.0,0.0,False
1462,H3R0PV03R_1,,HEROPV_HAL1,Heropvoer,,,,,,1165AA,18:00:00,18:00:00,Heropvoer,,,DEPOT HALFWEG,18:00:00,18:00:00,,18:00:00,,48.0,30.0,1000.0,36.0,,Maandag,,100.0,0.0,0.0,0.0,False
1463,H3R0PV03R_2,,HEROPV_HAL2,Heropvoer,,,,,,1165AA,22:00:00,22:00:00,Heropvoer,,,DEPOT HALFWEG,22:00:00,22:00:00,,22:00:00,,48.0,30.0,1000.0,36.0,,Maandag,,100.0,0.0,0.0,0.0,False
1464,H3R0PV03R_1,,HEROPV_KOL1,Heropvoer,,,,,,9615TP,18:00:00,18:00:00,Heropvoer,,,DEPOT KOLHAM,18:00:00,18:00:00,,18:00:00,,48.0,30.0,1000.0,36.0,,Maandag,,0.0,100.0,0.0,0.0,False
1465,H3R0PV03R_2,,HEROPV_KOL2,Heropvoer,,,,,,9615TP,22:00:00,22:00:00,Heropvoer,,,DEPOT KOLHAM,22:00:00,22:00:00,,22:00:00,,48.0,30.0,1000.0,36.0,,Maandag,,0.0,100.0,0.0,0.0,False
1466,H3R0PV03R_1,,HEROPV_LEE1,Heropvoer,,,,,,8912BL,18:00:00,18:00:00,Heropvoer,,,DEPOT LEEUWARDEN,18:00:00,18:00:00,,18:00:00,,48.0,30.0,1000.0,36.0,,Maandag,,0.0,100.0,0.0,0.0,False
1467,H3R0PV03R_2,,HEROPV_LEE2,Heropvoer,,,,,,8912BL,22:00:00,22:00:00,Heropvoer,,,DEPOT LEEUWARDEN,22:00:00,22:00:00,,22:00:00,,48.0,30.0,1000.0,36.0,,Maandag,,0.0,100.0,0.0,0.0,False
1468,H3R0PV03R_1,,HEROPV_NIE1,Heropvoer,,,,,,3439JG,18:00:00,18:00:00,Heropvoer,,,DEPOT NIEUWEGEIN,18:00:00,18:00:00,,18:00:00,,48.0,30.0,1000.0,36.0,,Maandag,,0.0,100.0,0.0,0.0,False
1469,H3R0PV03R_2,,HEROPV_NIE2,Heropvoer,,,,,,3439JG,22:00:00,22:00:00,Heropvoer,,,DEPOT NIEUWEGEIN,22:00:00,22:00:00,,22:00:00,,48.0,30.0,1000.0,36.0,,Maandag,,0.0,100.0,0.0,0.0,False
1470,H3R0PV03R_1,,HEROPV_OPM1,Heropvoer,,,,,,1716KJ,18:00:00,18:00:00,Heropvoer,,,DEPOT OPMEER,18:00:00,18:00:00,,18:00:00,,48.0,30.0,1000.0,36.0,,Maandag,,100.0,0.0,0.0,0.0,False
1471,H3R0PV03R_2,,HEROPV_OPM2,Heropvoer,,,,,,1716KJ,22:00:00,22:00:00,Heropvoer,,,DEPOT OPMEER,22:00:00,22:00:00,,22:00:00,,48.0,30.0,1000.0,36.0,,Maandag,,100.0,0.0,0.0,0.0,False
1472,H3R0PV03R_1,,HEROPV_RID1,Heropvoer,,,,,,2988CK,18:00:00,18:00:00,Heropvoer,,,DEPOT RIDDERKERK,18:00:00,18:00:00,,18:00:00,,48.0,30.0,1000.0,36.0,,Maandag,,100.0,0.0,0.0,0.0,False
1473,H3R0PV03R_2,,HEROPV_RID2,Heropvoer,,,,,,2988CK,22:00:00,22:00:00,Heropvoer,,,DEPOT RIDDERKERK,22:00:00,22:00:00,,22:00:00,,48.0,30.0,1000.0,36.0,,Maandag,,100.0,0.0,0.0,0.0,False
1474,H3R0PV03R_1,,HEROPV_SON1,Heropvoer,,,,,,5692CK,18:00:00,18:00:00,Heropvoer,,,DEPOT SON,18:00:00,18:00:00,,18:00:00,,48.0,30.0,1000.0,36.0,,Maandag,,0.0,0.0,100.0,0.0,False
1475,H3R0PV03R_2,,HEROPV_SON2,Heropvoer,,,,,,5692CK,22:00:00,22:00:00,Heropvoer,,,DEPOT SON,22:00:00,22:00:00,,22:00:00,,48.0,30.0,1000.0,36.0,,Maandag,,0.0,0.0,100.0,0.0,False
1476,H3R0PV03R_1,,HEROPV_SAS1,Heropvoer,,,,,,2171TX,18:00:00,18:00:00,Heropvoer,,,DEPOT HALFWEG,18:00:00,18:00:00,,18:30:00,,48.0,30.0,1000.0,36.0,,Maandag,,100.0,0.0,0.0,0.0,False
1477,H3R0PV03R_2,,HEROPV_SAS2,Heropvoer,,,,,,2171TX,22:00:00,22:00:00,Heropvoer,,,DEPOT AMSTERDAM ZUIDOOST,22:00:00,22:00:00,,22:30:00,,48.0,30.0,1000.0,36.0,,Maandag,,100.0,0.0,0.0,0.0,False
1478,H3R0PV03R_1,,HEROPV_TIL1,Heropvoer,,,,,,5048AD,18:00:00,18:00:00,Heropvoer,,,DEPOT TILBURG,18:00:00,18:00:00,,18:00:00,,48.0,30.0,1000.0,36.0,,Maandag,,0.0,0.0,100.0,0.0,False
1479,H3R0PV03R_2,,HEROPV_TIL2,Heropvoer,,,,,,5048AD,21:00:00,21:00:00,Heropvoer,,,DEPOT TILBURG,21:00:00,21:00:00,,21:00:00,,48.0,30.0,1000.0,36.0,,Maandag,,0.0,0.0,100.0,0.0,False
1480,H3R0PV03R_1,,HEROPV_UTR1,Heropvoer,,,,,,3542AR,18:00:00,18:00:00,Heropvoer,,,DEPOT UTRECHT,18:00:00,18:00:00,,18:00:00,,48.0,30.0,1000.0,36.0,,Maandag,,100.0,0.0,0.0,0.0,False
1481,H3R0PV03R_2,,HEROPV_UTR2,Heropvoer,,,,,,3542AR,22:00:00,22:00:00,Heropvoer,,,DEPOT UTRECHT,22:00:00,22:00:00,,22:00:00,,48.0,30.0,1000.0,36.0,,Maandag,,100.0,0.0,0.0,0.0,False
1482,H3R0PV03R_1,,HEROPV_VEN1,Heropvoer,,,,,,5928SC,18:00:00,18:00:00,Heropvoer,,,DEPOT VENLO,18:00:00,18:00:00,,18:00:00,,48.0,30.0,1000.0,36.0,,Maandag,,0.0,0.0,100.0,0.0,False
1483,H3R0PV03R_2,,HEROPV_VEN2,Heropvoer,,,,,,5928SC,22:00:00,22:00:00,Heropvoer,,,DEPOT VENLO,22:00:00,22:00:00,,22:00:00,,48.0,30.0,1000.0,36.0,,Maandag,,0.0,0.0,100.0,0.0,False
1484,H3R0PV03R_1,,HEROPV_WVN1,Heropvoer,,,,,,2742RJ,18:00:00,18:00:00,Heropvoer,,,DEPOT WADDINXVEEN,18:00:00,18:00:00,,18:00:00,,48.0,30.0,1000.0,36.0,,Maandag,,100.0,0.0,0.0,0.0,False
1485,H3R0PV03R_2,,HEROPV_WVN2,Heropvoer,,,,,,2742RJ,22:00:00,22:00:00,Heropvoer,,,DEPOT WADDINXVEEN,22:00:00,22:00:00,,22:00:00,,48.0,30.0,1000.0,36.0,,Maandag,,100.0,0.0,0.0,0.0,False
1486,H3R0PV03R_1,,HEROPV_ZWO1,Heropvoer,,,,,,8013RJ,18:00:00,18:00:00,Heropvoer,,,DEPOT ZWOLLE,18:00:00,18:00:00,,18:00:00,,48.0,30.0,1000.0,36.0,,Maandag,,0.0,100.0,0.0,0.0,False
1487,H3R0PV03R_2,,HEROPV_ZWO2,Heropvoer,,,,,,8013RJ,22:00:00,22:00:00,Heropvoer,,,DEPOT ZWOLLE,22:00:00,22:00:00,,22:00:00,,48.0,30.0,1000.0,36.0,,Maandag,,0.0,100.0,0.0,0.0,False
1488,H3R0PV03R_1,,HEROPV_WZN1,Heropvoer,,,,,,1551ND,18:00:00,18:00:00,Heropvoer,,,DEPOT OPMEER,18:00:00,18:00:00,,18:30:00,,48.0,30.0,1000.0,36.0,,Maandag,,100.0,0.0,0.0,0.0,False
1489,H3R0PV03R_2,,HEROPV_WZN2,Heropvoer,,,,,,1551ND,22:00:00,22:00:00,Heropvoer,,,DEPOT OPMEER,22:00:00,22:00:00,,22:30:00,,48.0,30.0,1000.0,36.0,,Maandag,,100.0,0.0,0.0,0.0,False
1490,H3R0PV03R_1,,HEROPV_WIL1,Heropvoer,,,,,,2830,18:00:00,18:00:00,Heropvoer,,,DEPOT WILLEBROEK,18:00:00,18:00:00,,18:00:00,,48.0,30.0,1000.0,36.0,,Maandag,,0.0,0.0,0.0,100.0,False
1491,H3R0PV03R_2,,HEROPV_WIL2,Heropvoer,,,,,,2830,22:00:00,22:00:00,Heropvoer,,,DEPOT WILLEBROEK,22:00:00,22:00:00,,22:00:00,,48.0,30.0,1000.0,36.0,,Maandag,,0.0,0.0,0.0,100.0,False
1492,H3R0PV03R_1,,HEROPV_HGV1,Heropvoer,,,,,,7905SJ,18:00:00,18:00:00,Heropvoer,,,DEPOT KOLHAM,18:00:00,18:00:00,,19:00:00,,48.0,30.0,1000.0,36.0,,Maandag,,0.0,100.0,0.0,0.0,False
1493,H3R0PV03R_2,,HEROPV_HGV2,Heropvoer,,,,,,7905SJ,22:00:00,22:00:00,Heropvoer,,,DEPOT ZWOLLE,22:00:00,22:00:00,,22:30:00,,48.0,30.0,1000.0,36.0,,Maandag,,0.0,100.0,0.0,0.0,False
1494,ZB 2655,,C6832490749,Zalando SE,KLAPPOLDER,132,2665LP,BLEISWIJK,NL,2665LP132Z,17:00:00,18:00:00,Zelfbrenger,75.0,DEPOT DEN HOORN,DEPOT DORDRECHT,17:00:00,18:00:00,18:00:00,18:00:00,41.14,36.0,71.36,2569.0,0.0,{'RCB'},Maandag,{'2022-05-23'},37.7,35.4,26.9,0.0,False
1495,SUB 2605,,C6781786006,HERMAN SCHOENEN,HOBBEMAPLEIN,4,2526JA,DEN HAAG,NL,2526JA4H,17:00:00,17:30:00,Zelfbrenger,75.0,DEPOT DEN HOORN,DEPOT DEN HOORN,17:00:00,19:00:00,18:00:00,18:00:00,3.0,1.0,22.17,22.0,0.0,{'RCP'},Maandag,{'2022-05-23'},38.2,26.4,32.7,2.6,True
1496,ZB 1140,,C6888518295,GOEDKOOPDRANK,RIJDER,1,1507DP,ZAANDAM,NL,1507DP1G,17:00:00,21:00:00,Zelfbrenger,75.0,DEPOT HALFWEG,DEPOT AMSTERDAM ZUIDOOST,17:00:00,21:00:00,18:30:00,18:30:00,17.0,7.5,19.49,142.0,4.0,"{'RCP', 'PEU'}",Maandag,{'2022-05-23'},25.1,29.3,23.2,22.4,False
1497,Cargo 2935,,C6497338021,HORECA WORLD EUROPE BV,IR. HERMAN DE GROOTWEG,1,3201AB,SPIJKENISSE,NL,3201AB1H,17:00:00,18:00:00,Zelfbrenger,75.0,DEPOT RIDDERKERK,DEPOT RIDDERKERK,17:00:00,18:00:00,17:30:00,17:30:00,20.0,15.0,15.07,195.0,31.0,{'RCP'},Maandag,{'2022-05-23'},21.9,22.8,17.1,38.1,True
1498,ZB PL34101,,C6704346123,"G3 WW MAIL NV (inz. XBS,NL+EU)",ANNAPOL BUILDING,4A,03-236,WARCHAU,NL,PL03236,00:00:00,00:30:00,Zelfbrenger,75.0,DEPOT NIEUWEGEIN,DEPOT NIEUWEGEIN,08:00:00,13:00:00,13:00:00,13:00:00,3.0,0.96,43.71,41.0,1.0,{'PWG'},Maandag,{'2022-05-24'},26.4,22.6,17.7,33.3,True
1499,ZB 1807,,C6574490464,SHOPPARTNERS BV [HEERHUGOWAARD],FOXTROT,16,1704EH,HEERHUGOWAARD,NL,1704EH16S,14:00:00,16:00:00,Zelfbrenger,75.0,DEPOT OPMEER,DEPOT OPMEER,14:00:00,16:00:00,15:45:00,15:45:00,48.0,48.0,52.48,2458.0,61.0,{'RCP'},Maandag,{'2022-05-23'},19.8,20.9,16.1,43.2,True
1500,ZB 2945,,C7350417361,DM PRODUCTIONS iz VIA TIM,VLAARDINGWEG,62,3044CK,ROTTERDAM,NL,3044CK62D,23:00:00,00:00:00,Zelfbrenger,75.0,DEPOT RIDDERKERK,DEPOT RIDDERKERK,23:00:00,00:00:00,15:00:00,15:00:00,5.0,4.0,30.0,113.0,7.0,{'RCP'},Maandag,{'2022-05-23'},28.3,34.5,24.3,12.9,True
1501,ZB 4842,,C7492274277,DM PRODUCTIONS iz ERGOWERKEN,ZINKSTRAAT,53,4823AC,BREDA,NL,4823AC53D,22:00:00,23:00:00,Zelfbrenger,75.0,DEPOT BREDA,DEPOT BREDA,22:00:00,23:00:00,22:45:00,22:45:00,7.0,2.0,30.0,56.0,4.0,{'RCP'},Maandag,{'2022-05-23'},28.3,34.5,24.3,12.9,True
1502,ZB 2650,,C7409214820,Zalando SE,KLAPPOLDER,132,2665LP,BLEISWIJK,NL,2665LP132Z,22:00:00,22:30:00,Zelfbrenger,75.0,DEPOT DEN HOORN,DEPOT WADDINXVEEN,22:00:00,22:30:00,23:30:00,23:30:00,48.0,48.0,71.36,3425.0,0.0,{'RCP'},Maandag,{'2022-05-23'},37.7,35.4,26.9,0.0,False
1503,ZB 1806,,C7069705430,SHOPPARTNERS BV [HEERHUGOWAARD],FOXTROT,16,1704EH,HEERHUGOWAARD,NL,1704EH16S,16:00:00,18:00:00,Zelfbrenger,75.0,DEPOT OPMEER,DEPOT OPMEER,16:00:00,18:00:00,15:45:00,15:45:00,48.0,48.0,52.48,2458.0,61.0,{'RCP'},Maandag,{'2022-05-23'},19.8,20.9,16.1,43.2,True
1504,CARGO 1006,,C7076907907,Newcakes,CASABLANCAWEG,20,1047HP,AMSTERDAM,NL,1047HP20N,14:00:00,14:30:00,Zelfbrenger,75.0,DEPOT AMSTERDAM ZUIDOOST,DEPOT AMSTERDAM ZUIDOOST,14:00:00,14:30:00,18:30:00,18:30:00,15.0,15.0,29.78,447.0,0.0,{'PEU'},Maandag,{'2022-05-23'},25.5,21.5,24.8,28.2,True
1505,ZB 4466,,C7224196672,MADE.COM DESIGN LTD,OUDE DIJK,1,9130,KALLO,BE,B9130KAL1M,12:00:00,18:00:00,Zelfbrenger,90.0,DEPOT GOES,DEPOT DORDRECHT,12:00:00,18:00:00,16:15:00,16:15:00,49.5,40.5,12.98,437.0,89.0,{'PEU'},Maandag,{'2022-05-23'},41.4,21.6,14.1,22.9,False
1506,ZB 5264,,C7167794169,Intrapost Den Bosch,KOMETENPLEIN,37,5215MB,'S-HERTOGENBOSCH,NL,5215MB37I,21:00:00,22:00:00,Zelfbrenger,75.0,DEPOT DEN BOSCH,DEPOT DEN BOSCH,21:00:00,22:00:00,22:15:00,22:15:00,15.0,5.14,105.53,526.0,16.0,{'RCP'},Maandag,{'2022-05-23'},38.6,29.8,28.4,3.2,True
1507,Expres 8074,,C5689523752,E-SUPPLIES (TABOO) [EMMEN],HOOFDSTRAAT,143,7811EL,EMMEN,NL,7811EL143E,22:00:00,22:30:00,Zelfbrenger,75.0,DEPOT ZWOLLE,DEPOT ZWOLLE,22:00:00,00:30:00,00:15:00,00:15:00,2.57,2.57,90.08,231.0,0.0,{'RCB'},Maandag,{'2022-05-23'},30.9,28.8,20.6,19.7,True
